,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12
511,Prostate Cancer,Loss of hunger,Blood in the urine,Painful ejaculation,Weak or interrupted flow of urine,Blood in the semen,Difficulty starting or holding back urine,Painful or burning urination,Loss of weight,Difficulty achieving or maintaining an erection,Weakness or numbness in the legs or feet,Frequent urination especially at night,Feeling very tired
512,Prostate Cancer,Loss of hunger,Blood in the urine,Loss of weight,Painful or burning urination,Painful ejaculation,Difficulty achieving or maintaining an erection,Blood in the semen,Frequent urination especially at night,Weakness or numbness in the legs or feet,Feeling very tired,Difficulty starting or holding back urine,Weak or interrupted flow of urine
513,Prostate Cancer,Loss of weight,Loss of hunger,Difficulty achieving or maintaining an erection,Feeling very tired,Blood in the urine,Painful ejaculation,Painful or burning urination,Weak or interrupted flow of urine,Difficulty starting or holding back urine,Blood in the semen,Frequent urination especially at night,Weakness or numbness in the legs or feet
514,Prostate Cancer,Loss of hunger,Weak or interrupted flow of urine,Painful ejaculation,Difficulty achieving or maintaining an erection,Blood in the urine,Difficulty starting or holding back urine,Frequent urination especially at night,Weakness or numbness in the legs or feet,Feeling very tired,Painful or burning urination,Blood in the semen,Loss of weight
515,Prostate Cancer,Painful ejaculation,Feeling very tired,Weakness or numbness in the legs or feet,Blood in the semen,Loss of weight,Difficulty starting or holding back urine,Loss of hunger,Blood in the urine,Difficulty achieving or maintaining an erection,Frequent urination especially at night,Painful or burning urination,Weak or interrupted flow of urine
516,Prostate Cancer,Loss of hunger,Loss of weight,Difficulty achieving or maintaining an erection,Blood in the urine,Frequent urination especially at night,Painful ejaculation,Blood in the semen,Weak or interrupted flow of urine,Weakness or numbness in the legs or feet,Feeling very tired,Painful or burning urination,Difficulty starting or holding back urine
517,Prostate Cancer,Weakness or numbness in the legs or feet,Loss of weight,Loss of hunger,Weak or interrupted flow of urine,Difficulty achieving or maintaining an erection,Feeling very tired,Blood in the urine,Blood in the semen,Frequent urination especially at night,Painful ejaculation,Difficulty starting or holding back urine,Painful or burning urination
518,Prostate Cancer,Painful ejaculation,Blood in the semen,Loss of weight,Feeling very tired,Difficulty achieving or maintaining an erection,Painful or burning urination,Blood in the urine,Difficulty starting or holding back urine,Frequent urination especially at night,Weak or interrupted flow of urine,Loss of hunger,Weakness or numbness in the legs or feet
519,Prostate Cancer,Weak or interrupted flow of urine,Difficulty starting or holding back urine,Blood in the urine,Difficulty achieving or maintaining an erection,Loss of hunger,Painful ejaculation,Feeling very tired,Frequent urination especially at night,Painful or burning urination,Weakness or numbness in the legs or feet,Loss of weight,Blood in the semen
520,Prostate Cancer,Feeling very tired,Painful ejaculation,Frequent urination especially at night,Painful or burning urination,Blood in the semen,Loss of weight,Difficulty starting or holding back urine,Loss of hunger,Weakness or numbness in the legs or feet,Difficulty achieving or maintaining an erection,Blood in the urine,Weak or interrupted flow of urine
521,Prostate Cancer,Frequent urination especially at night,Loss of hunger,Painful ejaculation,Painful or burning urination,Weak or interrupted flow of urine,Feeling very tired,Weakness or numbness in the legs or feet,Blood in the urine,Difficulty starting or holding back urine,Blood in the semen,Difficulty achieving or maintaining an erection,Loss of weight
522,Prostate Cancer,Difficulty achieving or maintaining an erection,Painful ejaculation,Loss of weight,Painful or burning urination,Weakness or numbness in the legs or feet,Feeling very tired,Weak or interrupted flow of urine,Blood in the semen,Difficulty starting or holding back urine,Frequent urination especially at night,Blood in the urine,Loss of hunger
523,Prostate Cancer,Blood in the urine,Blood in the semen,Painful ejaculation,Loss of weight,Weakness or numbness in the legs or feet,Frequent urination especially at night,Feeling very tired,Weak or interrupted flow of urine,Loss of hunger,Difficulty achieving or maintaining an erection,Painful or burning urination,Difficulty starting or holding back urine
524,Prostate Cancer,Loss of weight,Loss of hunger,Blood in the urine,Difficulty starting or holding back urine,Difficulty achieving or maintaining an erection,Weak or interrupted flow of urine,Feeling very tired,Frequent urination especially at night,Weakness or numbness in the legs or feet,Blood in the semen,Painful ejaculation,Painful or burning urination
525,Prostate Cancer,Difficulty achieving or maintaining an erection,Weakness or numbness in the legs or feet,Feeling very tired,Blood in the urine,Painful ejaculation,Weak or interrupted flow of urine,Loss of weight,Loss of hunger,Frequent urination especially at night,Painful or burning urination,Blood in the semen,Difficulty starting or holding back urine
526,Prostate Cancer,Blood in the semen,Difficulty achieving or maintaining an erection,Feeling very tired,Painful ejaculation,Weak or interrupted flow of urine,Painful or burning urination,Difficulty starting or holding back urine,Loss of hunger,Weakness or numbness in the legs or feet,Loss of weight,Frequent urination especially at night,Blood in the urine
527,Prostate Cancer,Difficulty starting or holding back urine,Painful ejaculation,Difficulty achieving or maintaining an erection,Loss of hunger,Blood in the urine,Frequent urination especially at night,Painful or burning urination,Weakness or numbness in the legs or feet,Blood in the semen,Feeling very tired,Weak or interrupted flow of urine,Loss of weight
528,Prostate Cancer,Blood in the semen,Painful or burning urination,Blood in the urine,Loss of hunger,Difficulty achieving or maintaining an erection,Loss of weight,Weak or interrupted flow of urine,Frequent urination especially at night,Weakness or numbness in the legs or feet,Painful ejaculation,Feeling very tired,Difficulty starting or holding back urine
529,Prostate Cancer,Loss of weight,Blood in the semen,Difficulty starting or holding back urine,Loss of hunger,Frequent urination especially at night,Difficulty achieving or maintaining an erection,Painful ejaculation,Feeling very tired,Blood in the urine,Weakness or numbness in the legs or feet,Weak or interrupted flow of urine,Painful or burning urination
530,Prostate Cancer,Blood in the urine,Feeling very tired,Weakness or numbness in the legs or feet,Frequent urination especially at night,Painful ejaculation,Difficulty achieving or maintaining an erection,Painful or burning urination,Loss of weight,Difficulty starting or holding back urine,Loss of hunger,Blood in the semen,Weak or interrupted flow of urine
531,Prostate Cancer,Painful ejaculation,Frequent urination especially at night,Painful or burning urination,Weakness or numbness in the legs or feet,Weak or interrupted flow of urine,Loss of hunger,Difficulty achieving or maintaining an erection,Blood in the semen,Blood in the urine,Loss of weight,Difficulty starting or holding back urine,Feeling very tired
532,Prostate Cancer,Weak or interrupted flow of urine,Difficulty achieving or maintaining an erection,Loss of weight,Blood in the urine,Feeling very tired,Weakness or numbness in the legs or feet,Difficulty starting or holding back urine,Frequent urination especially at night,Loss of hunger,Painful or burning urination,Blood in the semen,Painful ejaculation
533,Prostate Cancer,Loss of weight,Feeling very tired,Weakness or numbness in the legs or feet,Difficulty achieving or maintaining an erection,Painful or burning urination,Loss of hunger,Difficulty starting or holding back urine,Painful ejaculation,Weak or interrupted flow of urine,Blood in the semen,Blood in the urine,Frequent urination especially at night
534,Prostate Cancer,Painful or burning urination,Blood in the semen,Weak or interrupted flow of urine,Painful ejaculation,Frequent urination especially at night,Feeling very tired,Blood in the urine,Difficulty starting or holding back urine,Difficulty achieving or maintaining an erection,Loss of hunger,Loss of weight,Weakness or numbness in the legs or feet
535,Prostate Cancer,Blood in the semen,Blood in the urine,Frequent urination especially at night,Difficulty achieving or maintaining an erection,Loss of weight,Loss of hunger,Difficulty starting or holding back urine,Painful or burning urination,Painful ejaculation,Weakness or numbness in the legs or feet,Weak or interrupted flow of urine,Feeling very tired
536,Prostate Cancer,Difficulty starting or holding back urine,Loss of weight,Weak or interrupted flow of urine,Difficulty achieving or maintaining an erection,Weakness or numbness in the legs or feet,Painful ejaculation,Blood in the urine,Blood in the semen,Feeling very tired,Painful or burning urination,Frequent urination especially at night,Loss of hunger
537,Prostate Cancer,Weakness or numbness in the legs or feet,Loss of hunger,Difficulty achieving or maintaining an erection,Frequent urination especially at night,Painful or burning urination,Loss of weight,Weak or interrupted flow of urine,Difficulty starting or holding back urine,Blood in the urine,Painful ejaculation,Feeling very tired,Blood in the semen
538,Prostate Cancer,Difficulty starting or holding back urine,Difficulty achieving or maintaining an erection,Painful ejaculation,Blood in the semen,Blood in the urine,Frequent urination especially at night,Painful or burning urination,Feeling very tired,Loss of weight,Loss of hunger,Weakness or numbness in the legs or feet,Weak or interrupted flow of urine
539,Prostate Cancer,Feeling very tired,Weakness or numbness in the legs or feet,Loss of weight,Blood in the semen,Difficulty starting or holding back urine,Loss of hunger,Blood in the urine,Difficulty achieving or maintaining an erection,Painful ejaculation,Frequent urination especially at night,Painful or burning urination,Weak or interrupted flow of urine
540,Prostate Cancer,Loss of weight,Painful or burning urination,Difficulty starting or holding back urine,Feeling very tired,Difficulty achieving or maintaining an erection,Frequent urination especially at night,Blood in the urine,Weak or interrupted flow of urine,Blood in the semen,Loss of hunger,Painful ejaculation,Weakness or numbness in the legs or feet
541,Prostate Cancer,Painful or burning urination,Weak or interrupted flow of urine,Painful ejaculation,Difficulty achieving or maintaining an erection,Feeling very tired,Loss of hunger,Difficulty starting or holding back urine,Loss of weight,Blood in the urine,Weakness or numbness in the legs or feet,Blood in the semen,Frequent urination especially at night
542,Prostate Cancer,Feeling very tired,Blood in the urine,Painful or burning urination,Weak or interrupted flow of urine,Loss of weight,Painful ejaculation,Frequent urination especially at night,Loss of hunger,Weakness or numbness in the legs or feet,Difficulty achieving or maintaining an erection,Blood in the semen,Difficulty starting or holding back urine
543,Prostate Cancer,Blood in the semen,Difficulty achieving or maintaining an erection,Difficulty starting or holding back urine,Loss of weight,Painful ejaculation,Painful or burning urination,Frequent urination especially at night,Loss of hunger,Weak or interrupted flow of urine,Blood in the urine,Feeling very tired,Weakness or numbness in the legs or feet
544,Prostate Cancer,Painful or burning urination,Painful ejaculation,Difficulty starting or holding back urine,Feeling very tired,Weak or interrupted flow of urine,Difficulty achieving or maintaining an erection,Loss of hunger,Loss of weight,Blood in the semen,Weakness or numbness in the legs or feet,Blood in the urine,Frequent urination especially at night
545,Prostate Cancer,Weakness or numbness in the legs or feet,Frequent urination especially at night,Painful ejaculation,Difficulty achieving or maintaining an erection,Difficulty starting or holding back urine,Blood in the semen,Loss of weight,Loss of hunger,Weak or interrupted flow of urine,Blood in the urine,Painful or burning urination,Feeling very tired
546,Prostate Cancer,Difficulty achieving or maintaining an erection,Blood in the urine,Weakness or numbness in the legs or feet,Painful or burning urination,Feeling very tired,Blood in the semen,Difficulty starting or holding back urine,Loss of weight,Loss of hunger,Weak or interrupted flow of urine,Painful ejaculation,Frequent urination especially at night
547,Prostate Cancer,Difficulty achieving or maintaining an erection,Loss of weight,Loss of hunger,Difficulty starting or holding back urine,Blood in the semen,Painful or burning urination,Blood in the urine,Painful ejaculation,Feeling very tired,Frequent urination especially at night,Weakness or numbness in the legs or feet,Weak or interrupted flow of urine
548,Prostate Cancer,Blood in the semen,Loss of hunger,Feeling very tired,Painful ejaculation,Weakness or numbness in the legs or feet,Weak or interrupted flow of urine,Difficulty achieving or maintaining an erection,Painful or burning urination,Blood in the urine,Frequent urination especially at night,Difficulty starting or holding back urine,Loss of weight
549,Prostate Cancer,Blood in the semen,Loss of hunger,Painful ejaculation,Blood in the urine,Loss of weight,Weakness or numbness in the legs or feet,Painful or burning urination,Feeling very tired,Difficulty starting or holding back urine,Difficulty achieving or maintaining an erection,Weak or interrupted flow of urine,Frequent urination especially at night
550,Prostate Cancer,Feeling very tired,Painful or burning urination,Blood in the semen,Painful ejaculation,Weak or interrupted flow of urine,Loss of weight,Difficulty starting or holding back urine,Loss of hunger,Blood in the urine,Frequent urination especially at night,Weakness or numbness in the legs or feet,Difficulty achieving or maintaining an erection
551,Prostate Cancer,Difficulty achieving or maintaining an erection,Painful ejaculation,Loss of hunger,Feeling very tired,Painful or burning urination,Loss of weight,Weakness or numbness in the legs or feet,Weak or interrupted flow of urine,Frequent urination especially at night,Blood in the semen,Blood in the urine,Difficulty starting or holding back urine
552,Prostate Cancer,Difficulty starting or holding back urine,Weakness or numbness in the legs or feet,Blood in the semen,Feeling very tired,Blood in the urine,Frequent urination especially at night,Weak or interrupted flow of urine,Loss of hunger,Loss of weight,Difficulty achieving or maintaining an erection,Painful ejaculation,Painful or burning urination
553,Prostate Cancer,Painful ejaculation,Loss of hunger,Difficulty achieving or maintaining an erection,Blood in the urine,Loss of weight,Weakness or numbness in the legs or feet,Difficulty starting or holding back urine,Frequent urination especially at night,Weak or interrupted flow of urine,Blood in the semen,Feeling very tired,Painful or burning urination
554,Prostate Cancer,Painful ejaculation,Difficulty achieving or maintaining an erection,Loss of hunger,Feeling very tired,Difficulty starting or holding back urine,Blood in the semen,Painful or burning urination,Loss of weight,Frequent urination especially at night,Weakness or numbness in the legs or feet,Blood in the urine,Weak or interrupted flow of urine
555,Prostate Cancer,Feeling very tired,Frequent urination especially at night,Painful or burning urination,Blood in the urine,Difficulty starting or holding back urine,Painful ejaculation,Weakness or numbness in the legs or feet,Difficulty achieving or maintaining an erection,Weak or interrupted flow of urine,Loss of hunger,Blood in the semen,Loss of weight
556,Prostate Cancer,Weak or interrupted flow of urine,Painful or burning urination,Difficulty starting or holding back urine,Blood in the urine,Weakness or numbness in the legs or feet,Frequent urination especially at night,Feeling very tired,Loss of weight,Blood in the semen,Loss of hunger,Difficulty achieving or maintaining an erection,Painful ejaculation
557,Prostate Cancer,Painful ejaculation,Weak or interrupted flow of urine,Difficulty starting or holding back urine,Blood in the semen,Feeling very tired,Loss of weight,Loss of hunger,Weakness or numbness in the legs or feet,Difficulty achieving or maintaining an erection,Frequent urination especially at night,Painful or burning urination,Blood in the urine
558,Prostate Cancer,Blood in the urine,Loss of hunger,Frequent urination especially at night,Painful or burning urination,Feeling very tired,Weak or interrupted flow of urine,Loss of weight,Painful ejaculation,Blood in the semen,Weakness or numbness in the legs or feet,Difficulty achieving or maintaining an erection,Difficulty starting or holding back urine
559,Prostate Cancer,Blood in the semen,Painful or burning urination,Weak or interrupted flow of urine,Difficulty achieving or maintaining an erection,Loss of hunger,Difficulty starting or holding back urine,Painful ejaculation,Feeling very tired,Frequent urination especially at night,Blood in the urine,Loss of weight,Weakness or numbness in the legs or feet
560,Prostate Cancer,Weak or interrupted flow of urine,Difficulty starting or holding back urine,Painful or burning urination,Weakness or numbness in the legs or feet,Painful ejaculation,Loss of weight,Blood in the urine,Blood in the semen,Loss of hunger,Frequent urination especially at night,Difficulty achieving or maintaining an erection,Feeling very tired
561,Prostate Cancer,Blood in the urine,Difficulty achieving or maintaining an erection,Painful or burning urination,Feeling very tired,Loss of hunger,Painful ejaculation,Frequent urination especially at night,Loss of weight,Difficulty starting or holding back urine,Weak or interrupted flow of urine,Blood in the semen,Weakness or numbness in the legs or feet
562,Prostate Cancer,Painful ejaculation,Loss of weight,Blood in the urine,Difficulty achieving or maintaining an erection,Feeling very tired,Blood in the semen,Painful or burning urination,Frequent urination especially at night,Weakness or numbness in the legs or feet,Weak or interrupted flow of urine,Loss of hunger,Difficulty starting or holding back urine
563,Prostate Cancer,Loss of hunger,Frequent urination especially at night,Loss of weight,Feeling very tired,Difficulty starting or holding back urine,Painful ejaculation,Difficulty achieving or maintaining an erection,Blood in the urine,Painful or burning urination,Blood in the semen,Weak or interrupted flow of urine,Weakness or numbness in the legs or feet
564,Prostate Cancer,Loss of weight,Difficulty achieving or maintaining an erection,Blood in the urine,Painful or burning urination,Weak or interrupted flow of urine,Weakness or numbness in the legs or feet,Loss of hunger,Feeling very tired,Painful ejaculation,Difficulty starting or holding back urine,Frequent urination especially at night,Blood in the semen
565,Prostate Cancer,Loss of hunger,Blood in the semen,Painful ejaculation,Difficulty starting or holding back urine,Frequent urination especially at night,Weak or interrupted flow of urine,Loss of weight,Painful or burning urination,Feeling very tired,Blood in the urine,Weakness or numbness in the legs or feet,Difficulty achieving or maintaining an erection
566,Prostate Cancer,Painful or burning urination,Loss of weight,Loss of hunger,Blood in the urine,Difficulty starting or holding back urine,Weak or interrupted flow of urine,Weakness or numbness in the legs or feet,Feeling very tired,Frequent urination especially at night,Painful ejaculation,Difficulty achieving or maintaining an erection,Blood in the semen
567,Prostate Cancer,Painful or burning urination,Blood in the urine,Painful ejaculation,Loss of hunger,Blood in the semen,Difficulty achieving or maintaining an erection,Difficulty starting or holding back urine,Loss of weight,Feeling very tired,Weakness or numbness in the legs or feet,Weak or interrupted flow of urine,Frequent urination especially at night
568,Prostate Cancer,Blood in the semen,Difficulty starting or holding back urine,Frequent urination especially at night,Feeling very tired,Weakness or numbness in the legs or feet,Difficulty achieving or maintaining an erection,Weak or interrupted flow of urine,Painful or burning urination,Painful ejaculation,Blood in the urine,Loss of weight,Loss of hunger
569,Prostate Cancer,Painful or burning urination,Weakness or numbness in the legs or feet,Blood in the urine,Difficulty starting or holding back urine,Feeling very tired,Loss of weight,Painful ejaculation,Difficulty achieving or maintaining an erection,Loss of hunger,Weak or interrupted flow of urine,Frequent urination especially at night,Blood in the semen
570,Prostate Cancer,Weakness or numbness in the legs or feet,Feeling very tired,Weak or interrupted flow of urine,Blood in the semen,Loss of weight,Blood in the urine,Frequent urination especially at night,Painful or burning urination,Difficulty starting or holding back urine,Painful ejaculation,Loss of hunger,Difficulty achieving or maintaining an erection
571,Prostate Cancer,Blood in the semen,Frequent urination especially at night,Difficulty achieving or maintaining an erection,Difficulty starting or holding back urine,Feeling very tired,Blood in the urine,Loss of hunger,Painful ejaculation,Weak or interrupted flow of urine,Painful or burning urination,Loss of weight,Weakness or numbness in the legs or feet
572,Prostate Cancer,Loss of weight,Loss of hunger,Difficulty starting or holding back urine,Weak or interrupted flow of urine,Frequent urination especially at night,Difficulty achieving or maintaining an erection,Weakness or numbness in the legs or feet,Blood in the urine,Feeling very tired,Painful ejaculation,Painful or burning urination,Blood in the semen
573,Prostate Cancer,Frequent urination especially at night,Weak or interrupted flow of urine,Difficulty achieving or maintaining an erection,Painful or burning urination,Loss of weight,Feeling very tired,Weakness or numbness in the legs or feet,Blood in the semen,Painful ejaculation,Blood in the urine,Difficulty starting or holding back urine,Loss of hunger
574,Prostate Cancer,Weakness or numbness in the legs or feet,Frequent urination especially at night,Weak or interrupted flow of urine,Loss of weight,Difficulty achieving or maintaining an erection,Difficulty starting or holding back urine,Feeling very tired,Painful ejaculation,Painful or burning urination,Blood in the semen,Blood in the urine,Loss of hunger
575,Prostate Cancer,Blood in the urine,Loss of weight,Feeling very tired,Difficulty starting or holding back urine,Blood in the semen,Frequent urination especially at night,Painful ejaculation,Painful or burning urination,Weak or interrupted flow of urine,Loss of hunger,Difficulty achieving or maintaining an erection,Weakness or numbness in the legs or feet
576,Prostate Cancer,Difficulty starting or holding back urine,Painful ejaculation,Feeling very tired,Blood in the semen,Frequent urination especially at night,Weak or interrupted flow of urine,Difficulty achieving or maintaining an erection,Weakness or numbness in the legs or feet,Loss of hunger,Painful or burning urination,Blood in the urine,Loss of weight
577,Prostate Cancer,Frequent urination especially at night,Weakness or numbness in the legs or feet,Blood in the semen,Loss of hunger,Feeling very tired,Difficulty achieving or maintaining an erection,Painful ejaculation,Weak or interrupted flow of urine,Difficulty starting or holding back urine,Blood in the urine,Loss of weight,Painful or burning urination
578,Prostate Cancer,Feeling very tired,Blood in the urine,Loss of hunger,Weak or interrupted flow of urine,Frequent urination especially at night,Painful or burning urination,Difficulty achieving or maintaining an erection,Weakness or numbness in the legs or feet,Painful ejaculation,Blood in the semen,Loss of weight,Difficulty starting or holding back urine
579,Prostate Cancer,Loss of weight,Frequent urination especially at night,Blood in the semen,Loss of hunger,Feeling very tired,Painful or burning urination,Blood in the urine,Weak or interrupted flow of urine,Difficulty achieving or maintaining an erection,Painful ejaculation,Difficulty starting or holding back urine,Weakness or numbness in the legs or feet
580,Prostate Cancer,Loss of weight,Painful or burning urination,Blood in the urine,Weakness or numbness in the legs or feet,Difficulty achieving or maintaining an erection,Feeling very tired,Frequent urination especially at night,Loss of hunger,Difficulty starting or holding back urine,Blood in the semen,Weak or interrupted flow of urine,Painful ejaculation
581,Prostate Cancer,Weakness or numbness in the legs or feet,Frequent urination especially at night,Feeling very tired,Blood in the semen,Painful ejaculation,Blood in the urine,Painful or burning urination,Difficulty achieving or maintaining an erection,Loss of hunger,Weak or interrupted flow of urine,Loss of weight,Difficulty starting or holding back urine
582,Prostate Cancer,Frequent urination especially at night,Blood in the urine,Blood in the semen,Feeling very tired,Painful ejaculation,Weak or interrupted flow of urine,Weakness or numbness in the legs or feet,Painful or burning urination,Difficulty starting or holding back urine,Loss of hunger,Loss of weight,Difficulty achieving or maintaining an erection
583,Prostate Cancer,Weak or interrupted flow of urine,Painful or burning urination,Feeling very tired,Weakness or numbness in the legs or feet,Difficulty achieving or maintaining an erection,Frequent urination especially at night,Painful ejaculation,Loss of weight,Blood in the urine,Loss of hunger,Blood in the semen,Difficulty starting or holding back urine
584,Prostate Cancer,Frequent urination especially at night,Loss of weight,Painful ejaculation,Feeling very tired,Blood in the urine,Painful or burning urination,Weakness or numbness in the legs or feet,Blood in the semen,Weak or interrupted flow of urine,Difficulty achieving or maintaining an erection,Loss of hunger,Difficulty starting or holding back urine
585,Prostate Cancer,Feeling very tired,Loss of weight,Painful or burning urination,Difficulty starting or holding back urine,Difficulty achieving or maintaining an erection,Weakness or numbness in the legs or feet,Blood in the semen,Blood in the urine,Loss of hunger,Frequent urination especially at night,Painful ejaculation,Weak or interrupted flow of urine
586,Prostate Cancer,Painful ejaculation,Blood in the urine,Loss of weight,Weak or interrupted flow of urine,Difficulty starting or holding back urine,Difficulty achieving or maintaining an erection,Frequent urination especially at night,Feeling very tired,Loss of hunger,Weakness or numbness in the legs or feet,Blood in the semen,Painful or burning urination
587,Prostate Cancer,Feeling very tired,Painful ejaculation,Blood in the urine,Loss of hunger,Painful or burning urination,Weakness or numbness in the legs or feet,Loss of weight,Blood in the semen,Weak or interrupted flow of urine,Difficulty starting or holding back urine,Difficulty achieving or maintaining an erection,Frequent urination especially at night
588,Prostate Cancer,Painful or burning urination,Loss of hunger,Difficulty starting or holding back urine,Difficulty achieving or maintaining an erection,Weak or interrupted flow of urine,Frequent urination especially at night,Blood in the urine,Weakness or numbness in the legs or feet,Loss of weight,Blood in the semen,Feeling very tired,Painful ejaculation
589,Prostate Cancer,Feeling very tired,Frequent urination especially at night,Painful ejaculation,Difficulty starting or holding back urine,Loss of weight,Blood in the urine,Weak or interrupted flow of urine,Weakness or numbness in the legs or feet,Loss of hunger,Painful or burning urination,Blood in the semen,Difficulty achieving or maintaining an erection
590,Prostate Cancer,Blood in the urine,Loss of weight,Feeling very tired,Difficulty achieving or maintaining an erection,Painful or burning urination,Difficulty starting or holding back urine,Weak or interrupted flow of urine,Frequent urination especially at night,Weakness or numbness in the legs or feet,Painful ejaculation,Loss of hunger,Blood in the semen
591,Prostate Cancer,Weak or interrupted flow of urine,Difficulty achieving or maintaining an erection,Blood in the semen,Difficulty starting or holding back urine,Loss of hunger,Blood in the urine,Frequent urination especially at night,Painful or burning urination,Weakness or numbness in the legs or feet,Painful ejaculation,Loss of weight,Feeling very tired
592,Prostate Cancer,Feeling very tired,Difficulty starting or holding back urine,Weak or interrupted flow of urine,Loss of hunger,Difficulty achieving or maintaining an erection,Painful or burning urination,Blood in the urine,Loss of weight,Blood in the semen,Frequent urination especially at night,Painful ejaculation,Weakness or numbness in the legs or feet
593,Prostate Cancer,Loss of hunger,Loss of weight,Difficulty achieving or maintaining an erection,Blood in the urine,Difficulty starting or holding back urine,Painful ejaculation,Blood in the semen,Painful or burning urination,Weakness or numbness in the legs or feet,Weak or interrupted flow of urine,Feeling very tired,Frequent urination especially at night
594,Prostate Cancer,Loss of hunger,Weak or interrupted flow of urine,Loss of weight,Blood in the semen,Painful ejaculation,Difficulty achieving or maintaining an erection,Weakness or numbness in the legs or feet,Blood in the urine,Frequent urination especially at night,Difficulty starting or holding back urine,Feeling very tired,Painful or burning urination
595,Prostate Cancer,Blood in the urine,Loss of hunger,Blood in the semen,Painful or burning urination,Feeling very tired,Painful ejaculation,Loss of weight,Weak or interrupted flow of urine,Weakness or numbness in the legs or feet,Difficulty achieving or maintaining an erection,Difficulty starting or holding back urine,Frequent urination especially at night
596,Prostate Cancer,Difficulty starting or holding back urine,Frequent urination especially at night,Weakness or numbness in the legs or feet,Feeling very tired,Loss of hunger,Loss of weight,Blood in the semen,Painful or burning urination,Weak or interrupted flow of urine,Blood in the urine,Painful ejaculation,Difficulty achieving or maintaining an erection
597,Prostate Cancer,Loss of weight,Painful or burning urination,Blood in the urine,Frequent urination especially at night,Loss of hunger,Blood in the semen,Difficulty achieving or maintaining an erection,Weakness or numbness in the legs or feet,Feeling very tired,Weak or interrupted flow of urine,Difficulty starting or holding back urine,Painful ejaculation
598,Prostate Cancer,Painful ejaculation,Blood in the urine,Weak or interrupted flow of urine,Loss of hunger,Blood in the semen,Weakness or numbness in the legs or feet,Painful or burning urination,Frequent urination especially at night,Difficulty starting or holding back urine,Loss of weight,Difficulty achieving or maintaining an erection,Feeling very tired
599,Prostate Cancer,Difficulty starting or holding back urine,Difficulty achieving or maintaining an erection,Loss of weight,Feeling very tired,Weakness or numbness in the legs or feet,Blood in the urine,Loss of hunger,Painful ejaculation,Weak or interrupted flow of urine,Frequent urination especially at night,Blood in the semen,Painful or burning urination
